gameweek_x,dayofweek,date,start_time,home_team,home_xg,score,away_xg,away_team,attendance,venue,referee,league,gameweek_y,manager,team,formation,name,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions
22,Sat,2021-02-20,18:30 ,Schalke 04,0.9,0–4,1.6,Dortmund,,Veltins-Arena,Daniel Siebert,Bundesliga,22,Christian Gross,Schalke 04,4-3-3,Michael Langer,at AUT,36-045,59,5,4,1,20.0,2.2,1,7,14.3,12,1,33.3,36.3,3,100.0,63.0,3,0,0.0,0,
22,Sat,2021-02-20,18:30 ,Schalke 04,0.9,0–4,1.6,Dortmund,,Veltins-Arena,Daniel Siebert,Bundesliga,22,Edin Terzić,Dortmund,4-2-3-1,Marwin Hitz,ch SUI,33-155,90,2,0,2,100.0,0.4,1,6,16.7,19,2,10.5,23.6,10,40.0,33.4,7,0,0.0,1,21.0
22,Sun,2021-02-21,13:30 ,Augsburg,1.0,1–1,0.5,Leverkusen,,WWK Arena,Christian Dingert,Bundesliga,22,Heiko Herrlich,Augsburg,4-2-3-1,Rafał Gikiewicz,pl POL,33-118,90,3,1,2,66.7,0.3,12,28,42.9,28,5,71.4,49.7,9,88.9,59.8,26,1,3.8,0,12.7
22,Sun,2021-02-21,13:30 ,Augsburg,1.0,1–1,0.5,Leverkusen,,WWK Arena,Christian Dingert,Bundesliga,22,Peter Bosz,Leverkusen,4-3-3,Niklas Lomb,de GER,27-208,90,3,1,2,66.7,0.9,4,5,80.0,30,10,13.3,24.4,5,20.0,30.0,3,0,0.0,2,23.0
22,Sun,2021-02-21,15:30 ,Hertha BSC,0.8,0–3,0.9,RB Leipzig,,Olympiastadion Berlin,Sven Jablonski,Bundesliga,22,Pál Dárdai,Hertha BSC,3-5-2,Rune Jarstein,no NOR,36-145,90,6,3,3,50.0,1.4,8,31,25.8,44,3,52.3,39.2,9,88.9,57.2,9,0,0.0,1,15.3
22,Sun,2021-02-21,15:30 ,Hertha BSC,0.8,0–3,0.9,RB Leipzig,,Olympiastadion Berlin,Sven Jablonski,Bundesliga,22,Julian Nagelsmann,RB Leipzig,3-4-3,Péter Gulácsi,hu HUN,30-291,90,4,0,4,100.0,0.8,4,5,80.0,28,8,17.9,27.7,7,0.0,21.6,8,0,0.0,4,29.0
22,Sun,2021-02-21,18:00 ,Hoffenheim,2.3,4–0,0.1,Werder Bremen,,PreZero Arena,Robert Schröder,Bundesliga,22,Sebastian Hoeneß,Hoffenheim,3-4-1-2,Oliver Baumann,de GER,30-264,90,1,0,1,100.0,0.6,4,16,25.0,35,4,34.3,35.1,5,80.0,50.0,12,0,0.0,0,
22,Sun,2021-02-21,18:00 ,Hoffenheim,2.3,4–0,0.1,Werder Bremen,,PreZero Arena,Robert Schröder,Bundesliga,22,Florian Kohfeldt,Werder Bremen,3-5-2,Jiří Pavlenka,cz CZE,28-313,90,6,4,2,33.3,3.1,4,9,44.4,26,8,30.8,33.0,6,16.7,20.5,15,0,0.0,2,23.8
23,Fri,2021-02-26,20:30 ,Werder Bremen,1.0,2–1,1.2,Eint Frankfurt,,Weserstadion,Robert Hartmann,Bundesliga,23,Florian Kohfeldt,Werder Bremen,3-4-3,Jiří Pavlenka,cz CZE,28-318,90,4,1,3,75.0,2.2,8,17,47.1,24,2,50.0,36.4,10,50.0,40.2,24,1,4.2,1,17.0
23,Fri,2021-02-26,20:30 ,Werder Bremen,1.0,2–1,1.2,Eint Frankfurt,,Weserstadion,Robert Hartmann,Bundesliga,23,Adi Hütter,Eint Frankfurt,3-4-3,Kevin Trapp,de GER,30-233,90,5,2,3,60.0,2.0,1,6,16.7,26,6,23.1,29.7,3,0.0,21.3,4,1,25.0,2,22.5
23,Sat,2021-02-27,15:30 ,Bayern Munich,2.3,5–1,1.4,Köln,,Allianz Arena,Martin Petersen,Bundesliga,23,Hansi Flick,Bayern Munich,4-2-3-1,Manuel Neuer,de GER,34-337,90,3,1,2,66.7,1.5,2,4,50.0,34,4,11.8,24.6,4,0.0,18.0,9,0,0.0,8,21.5
23,Sat,2021-02-27,15:30 ,Bayern Munich,2.3,5–1,1.4,Köln,,Allianz Arena,Martin Petersen,Bundesliga,23,Markus Gisdol,Köln,3-5-2,Timo Horn,de GER,27-291,90,7,5,2,28.6,3.6,3,11,27.3,42,5,26.2,30.0,8,0.0,16.9,10,1,10.0,2,15.8
