dayofweek,date,start_time,home_team,home_xg,score,away_xg,away_team,attendance,venue,referee,league,gameweek,manager,team,formation,name,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions
Fri,2019-08-09,20:45 ,Monaco,0.6,0–3,0.8,Lyon,"10,000",Stade Louis II.,Ruddy Buquet,Ligue-1,1,Leonardo Jardim,Monaco,4-2-3-1,Benjamin Lecomte,fr FRA,28-105,90,3,3,0,0.0,0.9,2,7,28.6,17,3,23.5,27.6,10,30.0,34.7,10,0,0.0,0,10.5
Fri,2019-08-09,20:45 ,Monaco,0.6,0–3,0.8,Lyon,"10,000",Stade Louis II.,Ruddy Buquet,Ligue-1,1,Thiago Mendes,Lyon,4-3-3,Anthony Lopes,pt POR,28-312,90,1,0,1,100.0,0.3,2,4,50.0,18,1,5.6,21.9,7,42.9,34.0,7,0,0.0,0,11.5
Sat,2019-08-10,17:30 ,Marseille,0.9,0–2,1.2,Reims,"52,887",Orange Vélodrome,Jérôme Brisard,Ligue-1,1,André Villas-Boas,Marseille,4-3-3,Steve Mandanda,fr FRA,34-135,90,5,2,3,60.0,1.7,0,0,,25,6,0.0,19.6,2,0.0,23.0,3,0,0.0,1,24.0
Sat,2019-08-10,17:30 ,Marseille,0.9,0–2,1.2,Reims,"52,887",Orange Vélodrome,Jérôme Brisard,Ligue-1,1,David Guion,Reims,4-2-3-1,Predrag Rajković,rs SRB,23-283,90,2,0,2,100.0,0.3,4,21,19.0,28,4,46.4,37.5,10,80.0,54.5,24,0,0.0,0,4.3
Sat,2019-08-10,20:00 ,Montpellier,2.9,0–1,1.2,Rennes,"15,212",Stade de la Mosson,Willy Delajod,Ligue-1,1,Michel Der Zakarian,Montpellier,3-4-1-2,Dimitry Bertaud,fr FRA,21-065,90,3,1,2,66.7,1.3,5,7,71.4,15,2,33.3,33.0,5,40.0,43.0,2,0,0.0,1,22.0
Sat,2019-08-10,20:00 ,Montpellier,2.9,0–1,1.2,Rennes,"15,212",Stade de la Mosson,Willy Delajod,Ligue-1,1,Julien Stéphan,Rennes,5-3-2,Romain Salin,fr FRA,35-012,90,5,0,4,100.0,1.3,6,20,30.0,26,6,42.3,37.3,11,81.8,51.2,27,1,3.7,0,8.3
Sat,2019-08-10,20:00 ,Dijon,2.1,1–2,1.0,Saint-Étienne,"14,334",Stade Gaston Gérard,Thomas Léonard,Ligue-1,1,Stéphane Jobard,Dijon,4-2-3-1,Rúnar Alex Rúnarsson,is ISL,24-173,90,4,2,2,50.0,0.8,6,10,60.0,24,6,29.2,28.5,7,42.9,41.1,11,0,0.0,0,15.0
Sat,2019-08-10,20:00 ,Dijon,2.1,1–2,1.0,Saint-Étienne,"14,334",Stade Gaston Gérard,Thomas Léonard,Ligue-1,1,Ghislain Printant,Saint-Étienne,4-2-3-1,Stéphane Ruffier,fr FRA,32-317,90,6,1,5,100.0,2.5,1,15,6.7,18,4,61.1,43.8,10,40.0,32.9,22,0,0.0,1,13.0
Sat,2019-08-10,20:00 ,Angers,1.6,3–1,1.0,Bordeaux,"10,749",Stade Raymond Kopa,Hakim Ben El Hadj Salem,Ligue-1,1,Stéphane Moulin,Angers,4-1-4-1,Ludovic Butelle,fr FRA,36-129,90,3,1,2,66.7,1.0,7,20,35.0,26,1,57.7,41.4,6,83.3,59.3,4,0,0.0,0,2.0
Sat,2019-08-10,20:00 ,Angers,1.6,3–1,1.0,Bordeaux,"10,749",Stade Raymond Kopa,Hakim Ben El Hadj Salem,Ligue-1,1,Paulo Sousa,Bordeaux,4-2-3-1,Benoît Costil,fr FRA,32-038,90,4,3,1,25.0,1.9,4,18,22.2,32,6,34.4,30.3,15,46.7,38.4,10,1,10.0,1,14.5
