gameweek_x,dayofweek,date,start_time,home_team,home_xg,score,away_xg,away_team,attendance,venue,referee,league,gameweek_y,manager,team,formation,name,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions
1,Fri,2018-08-10,20:45 ,Marseille,3.2,4–0,0.3,Toulouse,"60,756",Orange Vélodrome,Ruddy Buquet,Ligue-1,1,Rudi Garcia,Marseille,4-2-3-1,Yohann Pelé,fr FRA,35-279,90,1,0,1,100.0,0.2,4,7,57.1,31,4,16.1,29.9,7,28.6,33.7,6,1,16.7,0,10.0
1,Fri,2018-08-10,20:45 ,Marseille,3.2,4–0,0.3,Toulouse,"60,756",Orange Vélodrome,Ruddy Buquet,Ligue-1,1,Alain Casanova,Toulouse,4-2-3-1,Baptiste Reynet,fr FRA,27-286,90,10,4,6,70.0,3.9,6,14,42.9,21,5,28.6,30.8,14,57.1,41.7,17,1,5.9,0,4.3
1,Sat,2018-08-11,17:00 ,Nantes,1.4,1–3,2.6,Monaco,"32,760",Stade de la Beaujoire - Louis Fonteneau,Jérôme Brisard,Ligue-1,1,Miguel Cardoso,Nantes,4-2-3-1,Ciprian Tătărușanu,ro ROU,32-183,90,6,3,3,50.0,3.4,8,10,80.0,30,5,30.0,31.5,8,12.5,28.5,11,1,9.1,7,20.6
1,Sat,2018-08-11,17:00 ,Nantes,1.4,1–3,2.6,Monaco,"32,760",Stade de la Beaujoire - Louis Fonteneau,Jérôme Brisard,Ligue-1,1,Leonardo Jardim,Monaco,4-2-3-1,Diego Benaglio,ch SUI,34-337,90,4,1,3,75.0,0.3,12,19,63.2,14,5,42.9,36.9,15,86.7,52.9,19,0,0.0,0,7.0
1,Sat,2018-08-11,20:00 ,Montpellier,1.3,1–2,2.0,Dijon,"12,765",Stade de la Mosson,Florent Batta,Ligue-1,1,Michel Der Zakarian,Montpellier,3-4-3,Benjamin Lecomte,fr FRA,27-107,90,4,2,1,50.0,2.7,6,15,40.0,24,3,54.2,43.0,4,50.0,36.3,8,0,0.0,0,14.0
1,Sat,2018-08-11,20:00 ,Montpellier,1.3,1–2,2.0,Dijon,"12,765",Stade de la Mosson,Florent Batta,Ligue-1,1,Olivier Dall’Oglio,Dijon,3-4-3,Rúnar Alex Rúnarsson,is ISL,23-174,90,7,1,6,85.7,1.6,13,26,50.0,36,11,38.9,34.6,14,85.7,59.0,22,0,0.0,3,23.6
1,Sat,2018-08-11,20:00 ,Nice,1.2,0–1,0.3,Reims,"21,421",Stade de Nice,Johan Hamel,Ligue-1,1,Patrick Vieira,Nice,4-3-3,Yoan Cardinale,fr FRA,24-137,90,3,1,2,66.7,0.4,0,0,,20,8,0.0,18.5,6,0.0,26.8,8,0,0.0,1,26.0
1,Sat,2018-08-11,20:00 ,Nice,1.2,0–1,0.3,Reims,"21,421",Stade de Nice,Johan Hamel,Ligue-1,1,David Guion,Reims,4-2-3-1,Edouard Mendy,sn SEN,26-163,90,1,0,1,100.0,0.3,5,25,20.0,19,1,57.9,46.4,17,82.4,52.8,24,1,4.2,0,5.5
1,Sat,2018-08-11,20:00 ,Saint-Étienne,0.8,2–1,1.6,Guingamp,"26,006",Stade Geoffroy-Guichard,Amaury Delerue,Ligue-1,1,Jean-Louis Gasset,Saint-Étienne,4-2-3-1,Stéphane Ruffier,fr FRA,31-318,90,5,1,4,100.0,1.3,5,20,25.0,19,5,52.6,39.7,10,100.0,61.1,19,0,0.0,0,16.0
1,Sat,2018-08-11,20:00 ,Saint-Étienne,0.8,2–1,1.6,Guingamp,"26,006",Stade Geoffroy-Guichard,Amaury Delerue,Ligue-1,1,Antoine Kombouare,Guingamp,4-2-3-1,Karl-Johan Johnsson,se SWE,28-195,90,6,2,4,66.7,1.6,11,24,45.8,35,10,51.4,42.4,7,85.7,61.9,21,2,9.5,0,6.8
1,Sat,2018-08-11,20:00 ,Lille,1.7,3–1,0.5,Rennes,"25,708",Stade Pierre-Mauroy,Willy Delajod,Ligue-1,1,Christophe Galtier,Lille,4-2-3-1,Mike Maignan,fr FRA,23-039,90,2,1,1,50.0,1.1,4,10,40.0,21,5,28.6,32.1,7,57.1,45.9,14,1,7.1,1,18.0
1,Sat,2018-08-11,20:00 ,Lille,1.7,3–1,0.5,Rennes,"25,708",Stade Pierre-Mauroy,Willy Delajod,Ligue-1,1,Sabri Lamouchi,Rennes,4-2-3-1,Tomáš Koubek,cz CZE,25-350,90,6,3,3,50.0,2.3,6,12,50.0,15,4,46.7,36.9,9,55.6,46.9,9,1,11.1,0,3.5
1,Sat,2018-08-11,20:00 ,Angers,2.8,3–4,1.5,Nîmes,"9,534",Stade Raymond Kopa,Antony Gautier,Ligue-1,1,Stéphane Moulin,Angers,4-2-3-1,Ludovic Butelle,fr FRA,35-130,90,4,4,1,0.0,1.5,5,14,35.7,21,7,47.6,36.0,6,66.7,53.2,9,0,0.0,4,24.6
1,Sat,2018-08-11,20:00 ,Angers,2.8,3–4,1.5,Nîmes,"9,534",Stade Raymond Kopa,Antony Gautier,Ligue-1,1,Bernard Blaquart,Nîmes,4-4-2,Paul Bernardoni,fr FRA,21-115,90,7,3,4,57.1,2.2,9,22,40.9,22,2,63.6,44.7,8,100.0,60.6,11,2,18.2,0,10.3
1,Sun,2018-08-12,15:00 ,Lyon,1.4,2–0,0.4,Amiens,"48,263",Groupama Stadium,Franck Schneider,Ligue-1,1,Bruno Génésio,Lyon,4-3-1-2,Mathieu Gorgelin,fr FRA,28-007,90,1,0,1,100.0,0.0,0,5,0.0,15,2,6.7,23.3,6,66.7,47.2,5,0,0.0,2,19.2
1,Sun,2018-08-12,15:00 ,Lyon,1.4,2–0,0.4,Amiens,"48,263",Groupama Stadium,Franck Schneider,Ligue-1,1,Christophe Pélissier,Amiens,4-3-3,Régis Gurtner,fr FRA,31-247,90,7,2,5,71.4,2.4,6,18,33.3,21,5,57.1,42.0,6,100.0,60.2,12,1,8.3,0,6.5
1,Sun,2018-08-12,17:00 ,Bordeaux,0.2,0–2,1.5,Strasbourg,"23,079",Stade Matmut-Atlantique,Hakim Ben El Hadj Salem,Ligue-1,1,Gus Poyet,Bordeaux,4-3-3,Benoît Costil,fr FRA,31-040,90,6,2,4,66.7,1.5,5,21,23.8,15,1,73.3,49.5,13,76.9,57.1,20,0,0.0,1,11.6
1,Sun,2018-08-12,17:00 ,Bordeaux,0.2,0–2,1.5,Strasbourg,"23,079",Stade Matmut-Atlantique,Hakim Ben El Hadj Salem,Ligue-1,1,Thierry Laurey,Strasbourg,4-2-3-1,Matz Sels,be BEL,26-167,90,2,0,2,100.0,0.2,3,8,37.5,18,3,22.2,30.6,6,66.7,47.3,11,1,9.1,0,7.7
1,Sun,2018-08-12,21:00 ,Paris S-G,3.0,3–0,0.2,Caen,"47,289",Parc des Princes,Benoît Bastien,Ligue-1,1,Thomas Tuchel,Paris S-G,4-3-3,Gianluigi Buffon,it ITA,40-196,90,1,0,1,100.0,0.0,1,1,100.0,15,6,6.7,21.1,2,0.0,23.5,8,0,0.0,1,18.5
1,Sun,2018-08-12,21:00 ,Paris S-G,3.0,3–0,0.2,Caen,"47,289",Parc des Princes,Benoît Bastien,Ligue-1,1,Fabien Mercadal,Caen,4-3-3,Brice Samba,fr FRA,24-109,90,8,3,5,62.5,5.0,10,18,55.6,33,6,45.5,35.2,4,75.0,49.5,8,1,12.5,0,10.0
2,Fri,2018-08-17,20:45 ,Reims,0.6,1–0,1.1,Lyon,"18,917",Stade Auguste-Delaune II,Ruddy Buquet,Ligue-1,2,David Guion,Reims,4-2-3-1,Edouard Mendy,sn SEN,26-169,90,5,0,5,100.0,1.0,9,28,32.1,26,2,76.9,50.5,8,100.0,63.4,25,1,4.0,1,9.3
2,Fri,2018-08-17,20:45 ,Reims,0.6,1–0,1.1,Lyon,"18,917",Stade Auguste-Delaune II,Ruddy Buquet,Ligue-1,2,Bruno Génésio,Lyon,4-3-3,Mathieu Gorgelin,fr FRA,28-012,90,2,1,1,50.0,0.7,4,4,100.0,22,6,13.6,25.3,9,11.1,32.3,9,0,0.0,2,24.5
2,Sat,2018-08-18,17:00 ,Guingamp,1.1,1–3,2.6,Paris S-G,"19,003",Stade du Roudourou,Clément Turpin,Ligue-1,2,Antoine Kombouare,Guingamp,4-2-3-1,Karl-Johan Johnsson,se SWE,28-202,90,6,3,3,66.7,2.9,7,16,43.8,11,3,63.6,47.9,10,90.0,59.8,9,0,0.0,0,6.0
2,Sat,2018-08-18,17:00 ,Guingamp,1.1,1–3,2.6,Paris S-G,"19,003",Stade du Roudourou,Clément Turpin,Ligue-1,2,Thomas Tuchel,Paris S-G,4-3-3,Gianluigi Buffon,it ITA,40-202,90,3,1,2,66.7,1.2,2,3,66.7,10,3,0.0,13.9,9,33.3,32.6,10,0,0.0,1,20.3
2,Sat,2018-08-18,20:00 ,Amiens,1.2,1–2,0.3,Montpellier,"10,402",Stade de la Licorne,Karim Abed,Ligue-1,2,Christophe Pélissier,Amiens,4-2-3-1,Régis Gurtner,fr FRA,31-253,90,3,2,1,33.3,1.1,0,5,0.0,11,3,9.1,32.0,9,44.4,42.8,12,0,0.0,0,15.0
2,Sat,2018-08-18,20:00 ,Amiens,1.2,1–2,0.3,Montpellier,"10,402",Stade de la Licorne,Karim Abed,Ligue-1,2,Michel Der Zakarian,Montpellier,3-4-1-2,Benjamin Lecomte,fr FRA,27-114,90,2,1,1,100.0,1.1,9,20,45.0,34,10,44.1,39.0,7,71.4,49.7,20,2,10.0,0,9.5
