dayofweek,date,start_time,home_team,home_xg,score,away_xg,away_team,attendance,venue,referee,league,gameweek,manager,team,formation,name,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions
Fri,2019-08-16,21:00 ,Athletic Club,0.5,1–0,0.9,Barcelona,"47,693",San Mamés,Carlos del Cerro,La-Liga,1,Gaizka Garitano,Athletic Club,4-2-3-1,Unai Simón,es ESP,22-066,90,2,0,2,100.0,0.4,9,17,52.9,9,1,55.6,39.8,15,80.0,54.7,10,0,0.0,2,16.8
Fri,2019-08-16,21:00 ,Athletic Club,0.5,1–0,0.9,Barcelona,"47,693",San Mamés,Carlos del Cerro,La-Liga,1,Ernesto Valverde,Barcelona,4-3-3,Marc-André ter Stegen,de GER,27-108,90,5,1,4,80.0,0.7,4,8,50.0,28,9,21.4,27.4,10,20.0,31.7,9,1,11.1,1,18.0
Sat,2019-08-17,17:00 ,Celta Vigo,1.6,1–3,2.1,Real Madrid,"23,566",Estadio de Balaídos,Daniel Ask,La-Liga,1,Fran Escribá,Celta Vigo,4-2-2-2,Rubén Blanco,es ESP,24-023,90,11,3,8,72.7,3.1,5,11,45.5,15,4,33.3,33.9,9,66.7,41.2,9,1,11.1,0,6.0
Sat,2019-08-17,17:00 ,Celta Vigo,1.6,1–3,2.1,Real Madrid,"23,566",Estadio de Balaídos,Daniel Ask,La-Liga,1,Zinédine Zidane,Real Madrid,4-3-3,Thibaut Courtois,be BEL,27-098,90,3,1,2,66.7,1.7,2,12,16.7,20,0,50.0,43.7,5,40.0,46.2,21,0,0.0,0,
Sat,2019-08-17,19:00 ,Valencia,2.3,1–1,1.8,Real Sociedad,"41,846",Estadio de Mestalla,Jesús Gil,La-Liga,1,Marcelino,Valencia,4-4-2,Jasper Cillessen,nl NED,30-117,90,3,1,2,100.0,1.1,3,14,21.4,16,4,56.3,41.8,9,55.6,48.9,14,0,0.0,0,
Sat,2019-08-17,19:00 ,Valencia,2.3,1–1,1.8,Real Sociedad,"41,846",Estadio de Mestalla,Jesús Gil,La-Liga,1,Imanol Alguacil,Real Sociedad,4-3-3,Miguel Ángel Moyá,es ESP,35-137,90,6,1,5,83.3,1.3,4,4,100.0,28,5,14.3,24.2,6,0.0,24.3,5,1,20.0,8,26.5
Sat,2019-08-17,20:00 ,Mallorca,1.6,2–1,0.7,Eibar,"15,127",Iberostar Estadi,Mario Melero,La-Liga,1,Vicente Moreno,Mallorca,4-1-4-1,Manolo Reina,es ESP,34-138,90,5,1,4,80.0,1.0,9,25,36.0,24,3,66.7,42.0,10,90.0,62.5,15,1,6.7,2,20.0
Sat,2019-08-17,20:00 ,Mallorca,1.6,2–1,0.7,Eibar,"15,127",Iberostar Estadi,Mario Melero,La-Liga,1,Mendilibar,Eibar,4-4-2,Marko Dmitrović,rs SRB,27-205,90,2,2,1,0.0,0.6,10,23,43.5,19,1,68.4,46.9,11,90.9,70.2,12,0,0.0,3,23.0
Sat,2019-08-17,21:00 ,Leganés,1.4,0–1,0.2,Osasuna,"10,020",Estadio Municipal de Butarque,Alberola Rojas,La-Liga,1,Mauricio Pellegrino,Leganés,3-4-1-2,Iván Cuéllar,es ESP,35-082,90,2,1,1,50.0,0.3,5,15,33.3,26,6,42.3,37.6,5,80.0,62.0,7,1,14.3,2,17.5
Sat,2019-08-17,21:00 ,Leganés,1.4,0–1,0.2,Osasuna,"10,020",Estadio Municipal de Butarque,Alberola Rojas,La-Liga,1,Jagoba Arrasate,Osasuna,4-2-3-1,Rubén,es ESP,35-056,90,2,0,2,100.0,0.9,9,26,34.6,19,4,89.5,59.4,10,90.0,69.2,17,2,11.8,1,12.7
Sat,2019-08-17,21:00 ,Villarreal,1.9,4–4,1.9,Granada,"14,753",Estadio de la Cerámica,Adrián Cordero,La-Liga,1,Javier Calleja,Villarreal,4-2-3-1,Andrés Fernández,es ESP,32-243,90,7,4,4,57.1,2.6,5,10,50.0,27,4,22.2,25.9,11,36.4,32.4,21,0,0.0,0,5.0
Sat,2019-08-17,21:00 ,Villarreal,1.9,4–4,1.9,Granada,"14,753",Estadio de la Cerámica,Adrián Cordero,La-Liga,1,Diego Martínez,Granada,4-2-3-1,Rui Silva,pt POR,25-191,90,7,4,3,57.1,3.1,13,26,50.0,30,1,73.3,44.7,7,57.1,41.6,6,1,16.7,1,15.3
Sun,2019-08-18,17:00 ,Alavés,0.5,1–0,1.1,Levante,"12,029",Estadio de Mendizorroza,César Soto,La-Liga,1,Asier Garitano,Alavés,4-1-4-1,Fernando Pacheco,es ESP,27-092,90,4,0,4,100.0,0.7,13,23,56.5,13,3,76.9,46.8,13,100.0,66.7,23,0,0.0,0,5.5
Sun,2019-08-18,17:00 ,Alavés,0.5,1–0,1.1,Levante,"12,029",Estadio de Mendizorroza,César Soto,La-Liga,1,Paco López,Levante,4-1-2-1-2,Aitor Fernández,es ESP,28-107,90,2,1,1,50.0,0.4,1,3,33.3,20,8,10.0,25.5,8,12.5,27.5,8,1,12.5,1,10.7
Sun,2019-08-18,19:00 ,Espanyol,0.2,0–2,1.6,Sevilla,"19,832",RCDE Stadium,Juan Martínez,La-Liga,1,David Gallego,Espanyol,4-4-2,Diego López,es ESP,37-288,90,4,2,2,50.0,1.6,3,9,33.3,22,5,18.2,26.1,9,55.6,43.7,7,0,0.0,0,7.0
Sun,2019-08-18,19:00 ,Espanyol,0.2,0–2,1.6,Sevilla,"19,832",RCDE Stadium,Juan Martínez,La-Liga,1,Lopetegui,Sevilla,4-3-3,Tomáš Vaclík,cz CZE,30-142,90,2,0,2,100.0,0.4,7,14,50.0,25,2,44.0,39.0,6,50.0,45.2,12,0,0.0,0,5.0
Sun,2019-08-18,21:00 ,Betis,1.5,1–2,0.7,Valladolid,"51,497",Estadio Benito Villamarín,Santiago Jaime,La-Liga,1,Rubí,Betis,4-2-3-1,Joel Robles,es ESP,29-062,7,,,,,0.0,,1,,1,,,41.0,1,,33.0,1,,,,
Sun,2019-08-18,21:00 ,Betis,1.5,1–2,0.7,Valladolid,"51,497",Estadio Benito Villamarín,Santiago Jaime,La-Liga,1,Rubí,Betis,4-2-3-1,Daniel Martín,es ESP,21-041,81,3,2,1,33.3,1.1,1,9,11.1,17,5,29.4,32.8,7,57.1,46.9,12,0,0.0,0,10.0
Sun,2019-08-18,21:00 ,Betis,1.5,1–2,0.7,Valladolid,"51,497",Estadio Benito Villamarín,Santiago Jaime,La-Liga,1,Sergio,Valladolid,4-4-2,Jordi Masip,es ESP,30-227,90,4,1,3,75.0,1.5,1,5,20.0,15,7,33.3,34.8,4,0.0,27.8,11,2,18.2,2,14.4
Sun,2019-08-18,22:00 ,Atlético Madrid,2.2,1–0,0.3,Getafe,"55,099",Estadio Wanda Metropolitano,Guillermo Cuadra,La-Liga,1,Diego Simeone,Atlético Madrid,4-1-2-1-2,Jan Oblak,si SVN,26-223,90,0,0,0,,0.0,7,14,50.0,14,2,57.1,41.6,9,66.7,46.8,17,1,5.9,0,10.0
Sun,2019-08-18,22:00 ,Atlético Madrid,2.2,1–0,0.3,Getafe,"55,099",Estadio Wanda Metropolitano,Guillermo Cuadra,La-Liga,1,Pepe Bordalás,Getafe,4-4-2,David Soria,es ESP,26-136,90,5,1,3,80.0,3.6,8,20,40.0,28,5,67.9,46.7,1,100.0,57.0,5,0,0.0,1,18.8
Fri,2019-08-23,20:00 ,Granada,0.5,0–1,1.1,Sevilla,"15,849",Estadio Nuevo Los Cármenes,José Sánchez,La-Liga,2,Diego Martínez,Granada,4-2-3-1,Rui Silva,pt POR,25-197,90,6,1,5,83.3,1.2,3,27,11.1,31,2,67.7,47.8,8,75.0,51.6,8,0,0.0,0,12.5
