dayofweek,date,start_time,home_team,home_xg,score,away_xg,away_team,attendance,venue,referee,league,gameweek,manager,team,formation,name,ht_score,x,y,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Fri,2023-08-11,21:00 ,Nice,1.2,1–1,1.3,Lille,"29,436",Stade de Nice,Benoît Bastien,Ligue-1,1,Francesco Farioli,Nice,4-3-3,Melvin Bard,1–0,16.67,40.0,26,FRA,LB,22.762,90,0,0,0,0,0,0,0,0,74,1,3,0,0.0,0.0,0.0,1,0,50,64,78.1,0,52,1,5,1,896,371,22,27,81.5,23,26,88.5,4,8,50.0,0.0,0,1,0,0,51,12,0,0,0,1,12,0,0,0,0,1,2,1,0,1,0,1,5,20.0,4,0,0,4,2,0,3,46,25,4,0,74,20.0,3,60.0,327,151,1,0,0,0,46,0,0,3,1,0,0,0,0,4,1,0,100.0
Fri,2023-08-11,21:00 ,Nice,1.2,1–1,1.3,Lille,"29,436",Stade de Nice,Benoît Bastien,Ligue-1,1,Francesco Farioli,Nice,4-3-3,Dante,1–0,66.67,15.0,4,BRA,CB,39.814,90,0,0,0,0,1,0,0,0,54,1,0,4,0.0,0.0,0.0,1,0,42,48,87.5,1,42,0,2,2,779,342,13,13,100.0,27,28,96.4,1,3,33.3,0.0,0,2,0,0,44,2,2,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,2,50.0,1,2,2,1,3,0,11,39,12,3,2,54,100.0,0,0.0,186,30,1,0,0,0,36,0,0,1,1,0,0,0,0,6,1,0,100.0
Fri,2023-08-11,21:00 ,Nice,1.2,1–1,1.3,Lille,"29,436",Stade de Nice,Benoît Bastien,Ligue-1,1,Francesco Farioli,Nice,4-3-3,Jean-Clair Todibo,1–0,66.67,15.0,6,FRA,CB,23.614,90,0,0,0,0,0,0,0,0,62,1,0,2,0.0,0.0,0.0,0,0,46,53,86.8,0,47,0,2,2,804,283,15,16,93.8,30,31,96.8,1,6,16.7,0.0,0,1,0,0,49,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,50.0,1,1,1,1,4,0,11,49,13,0,0,62,100.0,0,0.0,200,93,0,0,2,0,40,0,0,1,0,0,0,0,0,7,0,0,
Fri,2023-08-11,21:00 ,Nice,1.2,1–1,1.3,Lille,"29,436",Stade de Nice,Benoît Bastien,Ligue-1,1,Francesco Farioli,Nice,4-3-3,Youcef Atal,1–0,83.33,15.0,20,ALG,RB,27.236,45,0,0,0,0,0,0,1,0,18,2,0,0,0.0,0.0,0.0,0,0,12,14,85.7,0,13,0,1,1,195,34,6,7,85.7,6,7,85.7,0,0,,0.0,0,0,0,0,13,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,100.0,0,0,0,2,1,0,1,9,7,2,0,18,100.0,0,0.0,62,29,0,0,1,0,11,0,0,1,0,0,0,0,0,2,1,0,100.0
Fri,2023-08-11,21:00 ,Nice,1.2,1–1,1.3,Lille,"29,436",Stade de Nice,Benoît Bastien,Ligue-1,1,Francesco Farioli,Nice,4-3-3,   Jordan Lotomba,1–0,9999.0,9999.0,23,SUI,RB,24.866,45,0,0,0,0,0,0,0,0,25,2,0,0,0.0,0.0,0.0,0,0,16,19,84.2,2,18,1,4,2,319,162,8,9,88.9,6,7,85.7,2,2,100.0,0.0,0,3,0,0,18,1,0,0,0,0,1,0,0,0,0,0,1,2,1,1,0,2,3,66.7,1,0,0,2,2,0,1,14,9,3,0,25,50.0,2,50.0,159,100,1,0,0,0,17,0,0,1,0,0,0,0,0,1,0,0,
Fri,2023-08-11,21:00 ,Nice,1.2,1–1,1.3,Lille,"29,436",Stade de Nice,Benoît Bastien,Ligue-1,1,Francesco Farioli,Nice,4-3-3,Marcin Bułka,1–0,50.0,5.0,90,POL,GK,23.852,90,0,0,0,0,0,0,0,0,60,0,0,0,0.0,0.0,0.0,0,0,50,56,89.3,0,50,0,0,0,1347,805,6,6,100.0,23,24,95.8,20,25,80.0,0.0,0,0,0,0,50,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,55,60,0,0,0,60,,0,,167,73,0,0,0,0,36,0,0,0,0,0,0,0,0,2,0,0,
Fri,2023-08-11,21:00 ,Nice,1.2,1–1,1.3,Lille,"29,436",Stade de Nice,Benoît Bastien,Ligue-1,1,Paulo Fonseca,Lille,4-2-3-1,Jonathan David,1–0,50.0,45.0,9,CAN,FW,23.573,90,0,0,0,0,2,2,0,0,23,0,0,0,0.2,0.2,0.0,3,0,14,16,87.5,2,20,1,1,1,178,37,11,12,91.7,2,2,100.0,1,1,100.0,0.1,1,1,2,1,16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,8,15,2,23,100.0,0,0.0,108,41,0,1,3,0,20,5,0,0,1,1,0,0,0,2,0,3,0.0
Fri,2023-08-11,21:00 ,Nice,1.2,1–1,1.3,Lille,"29,436",Stade de Nice,Benoît Bastien,Ligue-1,1,Paulo Fonseca,Lille,4-2-3-1,Hákon Arnar Haraldsson,1–0,83.33,40.0,7,ISL,LW,20.337,79,0,0,0,0,0,0,1,0,33,0,0,0,0.0,0.0,0.5,2,0,24,30,80.0,3,31,1,4,3,372,97,10,13,76.9,7,10,70.0,3,3,100.0,0.4,2,4,2,0,30,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,6,0,0,0,1,0,0,2,19,13,0,33,75.0,1,25.0,164,83,1,0,0,1,27,3,0,1,1,0,0,0,0,5,0,0,
Fri,2023-08-11,21:00 ,Nice,1.2,1–1,1.3,Lille,"29,436",Stade de Nice,Benoît Bastien,Ligue-1,1,Paulo Fonseca,Lille,4-2-3-1,   Yusuf Yazıcı,1–0,9999.0,9999.0,12,TUR,AM,26.532,11,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,6,7,85.7,1,8,1,0,0,134,13,3,3,100.0,2,3,66.7,1,1,100.0,0.0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,5,2,0,7,,0,,51,20,1,0,0,1,7,1,0,1,0,0,0,0,0,1,0,0,
Fri,2023-08-11,21:00 ,Nice,1.2,1–1,1.3,Lille,"29,436",Stade de Nice,Benoît Bastien,Ligue-1,1,Paulo Fonseca,Lille,4-2-3-1,Alan Virginius,1–0,16.67,40.0,26,FRA,RW,20.603,66,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.0,2,0,10,13,76.9,1,15,1,3,2,113,19,6,7,85.7,2,4,50.0,0,0,,0.0,1,1,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,7,9,2,16,66.7,1,33.3,93,51,0,1,1,0,15,4,0,0,0,0,0,0,0,1,0,1,0.0
